region,county,market,category,commodity,unit,priceflag,pricetype,price
Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,2387.2
Eastern,Makueni,Kathonzweni (Makueni),cereals and tubers,Maize,90 KG,actual,Wholesale,2475.0
Eastern,Makueni,Kathonzweni (Makueni),cereals and tubers,Potatoes,50 KG,actual,Wholesale,2166.67
Eastern,Makueni,Kathonzweni (Makueni),pulses and nuts,Beans,90 KG,actual,Wholesale,9000.0
Eastern,Makueni,Kathonzweni (Makueni),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,7200.0
Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,cabbage,126 KG,actual,Wholesale,3990.0
Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,Onion,13 KG,actual,Wholesale,780.0
Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,2880.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Maize,90 KG,actual,Wholesale,2850.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Milk,90 KG,actual,Wholesale,6450.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1750.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1750.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Sorghum,90 KG,actual,Wholesale,6300.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Sorghum,90 KG,actual,Wholesale,6375.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans,90 KG,actual,Wholesale,7650.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans,90 KG,actual,Wholesale,7200.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans,90 KG,actual,Wholesale,8550.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,6900.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,cabbage,126 KG,actual,Wholesale,3465.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,kale,50 KG,actual,Wholesale,1166.67
Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Onion,13 KG,actual,Wholesale,780.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,2240.0
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Maize,90 KG,actual,Wholesale,3206.25
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Milk,90 KG,actual,Wholesale,10647.0
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1791.67
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Rice,50 KG,actual,Wholesale,7780.0
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Sorghum,90 KG,actual,Wholesale,4500.0
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans,90 KG,actual,Wholesale,9501.0
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans,90 KG,actual,Wholesale,7200.0
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans,90 KG,actual,Wholesale,12150.0
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans,90 KG,actual,Wholesale,8788.5
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans,90 KG,actual,Wholesale,9450.0
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,7950.0
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,cabbage,126 KG,actual,Wholesale,2677.5
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Onion,13 KG,actual,Wholesale,764.4
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,3777.6
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Maize,90 KG,actual,Wholesale,2875.5
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Milk,90 KG,actual,Wholesale,9000.0
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1145.0
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Rice,50 KG,actual,Wholesale,6916.67
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Sorghum,90 KG,actual,Wholesale,4500.0
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans,90 KG,actual,Wholesale,7533.0
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans,90 KG,actual,Wholesale,6801.0
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans,90 KG,actual,Wholesale,11190.0
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans,90 KG,actual,Wholesale,7299.0
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans,90 KG,actual,Wholesale,8001.0
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,8100.0
Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,cabbage,126 KG,actual,Wholesale,1638.0
Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,kale,50 KG,actual,Wholesale,1250.0
Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Onion,13 KG,actual,Wholesale,585.0
Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,2773.33
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,actual,Wholesale,32.87
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,actual,Wholesale,66.74
Nairobi,Nairobi,Wakulima (Nairobi),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1266.25
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Maize,90 KG,actual,Wholesale,5220.0
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Milk,90 KG,actual,Wholesale,7020.0
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1293.75
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Rice,50 KG,actual,Wholesale,5500.0
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum,90 KG,actual,Wholesale,6885.0
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum,90 KG,actual,Wholesale,6750.0
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans,90 KG,actual,Wholesale,7290.0
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans,90 KG,actual,Wholesale,9900.0
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans,90 KG,actual,Wholesale,7200.0
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans,90 KG,actual,Wholesale,8471.25
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,5400.0
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,cabbage,126 KG,actual,Wholesale,6825.0
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,kale,50 KG,actual,Wholesale,1675.0
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Onion,13 KG,actual,Wholesale,910.0
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,2824.0
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Maize,90 KG,actual,Wholesale,3152.25
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Milk,90 KG,actual,Wholesale,11997.0
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,2325.0
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Rice,50 KG,actual,Wholesale,7501.25
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,3996.0
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans,90 KG,actual,Wholesale,12249.0
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans,90 KG,actual,Wholesale,10597.5
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans,90 KG,actual,Wholesale,10896.75
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans,90 KG,actual,Wholesale,11396.25
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans,90 KG,actual,Wholesale,11196.0
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,11997.0
Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,kale,50 KG,actual,Wholesale,1541.25
Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Onion,13 KG,actual,Wholesale,999.7
Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,5713.6
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Maize,90 KG,actual,Wholesale,2700.0
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Milk,90 KG,actual,Wholesale,7200.0
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Potatoes,50 KG,actual,Wholesale,2875.0
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Rice,50 KG,actual,Wholesale,5000.0
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans,90 KG,actual,Wholesale,8100.0
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans,90 KG,actual,Wholesale,8325.0
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans,90 KG,actual,Wholesale,8325.0
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans,90 KG,actual,Wholesale,10800.0
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,8100.0
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,cabbage,126 KG,actual,Wholesale,4410.0
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,kale,50 KG,actual,Wholesale,1500.0
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Onion,13 KG,actual,Wholesale,682.5
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,3200.0
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Maize,90 KG,actual,Wholesale,2601.0
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Milk,90 KG,actual,Wholesale,8527.5
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1300.0
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1787.5
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Rice,50 KG,actual,Wholesale,4668.75
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum,90 KG,actual,Wholesale,4583.25
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum,90 KG,actual,Wholesale,4527.0
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans,90 KG,actual,Wholesale,5764.5
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans,90 KG,actual,Wholesale,5409.0
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans,90 KG,actual,Wholesale,11250.0
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans,90 KG,actual,Wholesale,6300.0
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans,90 KG,actual,Wholesale,6338.25
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,8100.0
Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,cabbage,126 KG,actual,Wholesale,3528.0
Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,kale,50 KG,actual,Wholesale,961.25
Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Onion,13 KG,actual,Wholesale,819.0
Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,3192.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,actual,Wholesale,24.9
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,3000.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1811.67
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Rice,50 KG,actual,Wholesale,5775.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,4756.5
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,4704.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,12573.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,6828.75
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,7650.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,90 KG,actual,Wholesale,7420.5
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,cabbage,126 KG,actual,Wholesale,5821.2
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Onion,13 KG,actual,Wholesale,827.12
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,5832.0
Rift Valley,West Pokot,Lomut (West Pokot),cereals and tubers,Milk,90 KG,actual,Wholesale,10440.0
Rift Valley,West Pokot,Lomut (West Pokot),pulses and nuts,Beans,90 KG,actual,Wholesale,7734.0
Rift Valley,West Pokot,Lomut (West Pokot),pulses and nuts,Beans,90 KG,actual,Wholesale,9720.0
Rift Valley,West Pokot,Lomut (West Pokot),vegetables and fruits,cabbage,126 KG,actual,Wholesale,4704.0
Rift Valley,West Pokot,Lomut (West Pokot),vegetables and fruits,kale,50 KG,actual,Wholesale,1945.0
Rift Valley,West Pokot,Lomut (West Pokot),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,3270.4
Rift Valley,West Pokot,Makutano (West Pokot),cereals and tubers,Maize,90 KG,actual,Wholesale,2718.0
Rift Valley,West Pokot,Makutano (West Pokot),cereals and tubers,Milk,90 KG,actual,Wholesale,8156.25
Rift Valley,West Pokot,Makutano (West Pokot),cereals and tubers,Rice,50 KG,actual,Wholesale,5000.0
Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Beans,90 KG,actual,Wholesale,6450.0
Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Beans,90 KG,actual,Wholesale,6498.0
Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Beans,90 KG,actual,Wholesale,6498.0
Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Beans,90 KG,actual,Wholesale,6918.0
Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,9585.0
Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,cabbage,126 KG,actual,Wholesale,2844.45
Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,kale,50 KG,actual,Wholesale,956.25
Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Onion,13 KG,actual,Wholesale,780.0
Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,3041.6
Central,Nyeri,Karatina (Nyeri),cereals and tubers,Maize,90 KG,actual,Wholesale,3303.0
Central,Nyeri,Karatina (Nyeri),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1500.0
Central,Nyeri,Karatina (Nyeri),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,7002.0
Central,Nyeri,Karatina (Nyeri),vegetables and fruits,cabbage,126 KG,actual,Wholesale,1050.0
Central,Nyeri,Karatina (Nyeri),vegetables and fruits,kale,50 KG,actual,Wholesale,792.0
Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Onion,13 KG,actual,Wholesale,845.0
Central,Nyeri,Karatina (Nyeri),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,2880.0
Eastern,Machakos,Tala Centre Market (Machakos),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1600.0
Eastern,Machakos,Tala Centre Market (Machakos),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1600.0
Eastern,Machakos,Tala Centre Market (Machakos),cereals and tubers,Rice,50 KG,actual,Wholesale,7500.0
Eastern,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans,90 KG,actual,Wholesale,9000.0
Eastern,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans,90 KG,actual,Wholesale,6750.0
Eastern,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans,90 KG,actual,Wholesale,9000.0
Eastern,Machakos,Tala Centre Market (Machakos),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,9000.0
Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,cabbage,126 KG,actual,Wholesale,2205.0
Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,kale,50 KG,actual,Wholesale,1000.0
Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Onion,13 KG,actual,Wholesale,1008.0
Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,2950.0
Eastern,Makueni,Kathonzweni (Makueni),cereals and tubers,Potatoes,50 KG,actual,Wholesale,2500.0
Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,cabbage,126 KG,actual,Wholesale,4410.0
Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,Onion,13 KG,actual,Wholesale,780.0
Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,2560.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Maize,90 KG,actual,Wholesale,3075.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1550.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1517.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Sorghum,90 KG,actual,Wholesale,6750.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans,90 KG,actual,Wholesale,6188.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans,90 KG,actual,Wholesale,8100.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,7425.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,cabbage,126 KG,actual,Wholesale,4410.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,kale,50 KG,actual,Wholesale,969.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Onion,13 KG,actual,Wholesale,975.0
Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,2560.0
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Maize,90 KG,actual,Wholesale,3009.0
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1978.0
Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Rice,50 KG,actual,Wholesale,7875.0
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans,90 KG,actual,Wholesale,8298.0
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,9752.0
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,cabbage,126 KG,actual,Wholesale,1886.0
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Onion,13 KG,actual,Wholesale,998.0
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,3095.0
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Maize,90 KG,actual,Wholesale,2873.0
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1554.0
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Rice,50 KG,actual,Wholesale,6688.0
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans,90 KG,actual,Wholesale,7740.0
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans,90 KG,actual,Wholesale,7200.0
Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,cabbage,126 KG,actual,Wholesale,1474.0
Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,kale,50 KG,actual,Wholesale,1200.0
Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Onion,13 KG,actual,Wholesale,832.0
Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,3456.0
Nairobi,Nairobi,Wakulima (Nairobi),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1730.0
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Maize,90 KG,actual,Wholesale,3600.0
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1560.0
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Rice,50 KG,actual,Wholesale,5667.0
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum,90 KG,actual,Wholesale,6645.0
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans,90 KG,actual,Wholesale,7200.0
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans,90 KG,actual,Wholesale,8397.0
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,5427.0
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,cabbage,126 KG,actual,Wholesale,2293.0
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,kale,50 KG,actual,Wholesale,1620.0
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Onion,13 KG,actual,Wholesale,1040.0
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,2912.0
North Eastern,Mandera,Takaba (Mandera),cereals and tubers,Maize,90 KG,actual,Wholesale,3600.0
North Eastern,Mandera,Takaba (Mandera),cereals and tubers,Potatoes,50 KG,actual,Wholesale,2138.0
North Eastern,Mandera,Takaba (Mandera),cereals and tubers,Rice,50 KG,actual,Wholesale,5922.0
North Eastern,Mandera,Takaba (Mandera),pulses and nuts,Beans,90 KG,actual,Wholesale,7245.0
North Eastern,Mandera,Takaba (Mandera),pulses and nuts,Beans,90 KG,actual,Wholesale,8989.0
North Eastern,Mandera,Takaba (Mandera),vegetables and fruits,cabbage,126 KG,actual,Wholesale,5713.0
North Eastern,Mandera,Takaba (Mandera),vegetables and fruits,Onion,13 KG,actual,Wholesale,1040.0
North Eastern,Mandera,Takaba (Mandera),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,5613.0
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Maize,90 KG,actual,Wholesale,3200.0
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Potatoes,50 KG,actual,Wholesale,1975.0
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Rice,50 KG,actual,Wholesale,7780.0
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Sorghum,90 KG,actual,Wholesale,3996.0
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans,90 KG,actual,Wholesale,11997.0
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans,90 KG,actual,Wholesale,10823.0
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans,90 KG,actual,Wholesale,11196.0
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,11997.0
Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,kale,50 KG,actual,Wholesale,1726.0
Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,5486.0
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Maize,90 KG,actual,Wholesale,2700.0
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Potatoes,50 KG,actual,Wholesale,3313.0
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Rice,50 KG,actual,Wholesale,5333.0
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans,90 KG,actual,Wholesale,8100.0
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans,90 KG,actual,Wholesale,8235.0
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans,90 KG,actual,Wholesale,10800.0
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,8100.0
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,cabbage,126 KG,actual,Wholesale,4095.0
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,kale,50 KG,actual,Wholesale,1500.0
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Onion,13 KG,actual,Wholesale,650.0
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,3200.0
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Maize,90 KG,actual,Wholesale,2930.0
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Potatoes,50 KG,actual,Wholesale,2207.0
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Rice,50 KG,actual,Wholesale,4400.0
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum,90 KG,actual,Wholesale,4500.0
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans,90 KG,actual,Wholesale,5859.0
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans,90 KG,actual,Wholesale,5850.0
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans,90 KG,actual,Wholesale,6440.0
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Cowpeas,90 KG,actual,Wholesale,8527.0
Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,cabbage,126 KG,actual,Wholesale,3914.0
Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,kale,50 KG,actual,Wholesale,1153.0
Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Onion,13 KG,actual,Wholesale,945.0
Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,tomatoes,64 KG,actual,Wholesale,3012.0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,90 KG,actual,Wholesale,3067.0
